idx,qa_key,question,question_type,baseline_label,raw_memory_count,suspected_counterevidence_count,top_suspicion_score,top_suspected_reason
2989,18:23:3,"What type of pet might Karen Brown consider for companionship after Feb 24, 2030?",Generalization & Application,hallucination,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2990,18:24:1,"What type of books has Karen Brown developed an increased interest in as of September 12, 2030?",Basic Fact Recall,omission,20,3,7,shared topic/object tokens: develop; shared entity/name anchor; possible event completion vs plan/alternative contrast
2991,18:24:2,"What is Karen Brown's middle name as of Sep 12, 2030?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
2992,18:24:3,"Did Karen Brown express dissatisfaction with her shift towards reading business strategy books on Sep 12, 2030?",Memory Conflict,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2995,18:26:3,"What sports activity did Karen Brown join a local group for on Apr 02, 2031?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2996,18:28:1,"What is Karen Brown's employment status as of Mar 20, 2031?",Basic Fact Recall,hallucination,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2997,18:28:2,"What is Karen Brown's monthly income after transitioning to part-time work as of Mar 20, 2031?",Basic Fact Recall,omission,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
2998,18:28:3,"What therapies and lifestyle changes did Karen Brown implement to aid her recovery as of Jun 01, 2031?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
2999,18:28:4,"What is Karen Brown's current employment status at Innovate Property Tech as of Jun 01, 2031?",Dynamic Update,hallucination,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
3000,18:28:5,"How has Karen Brown's social network changed by Sep 01, 2031?",Dynamic Update,omission,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
3001,18:29:1,"What is Karen Brown's middle name as of October 18, 2031?",Memory Boundary,correct,20,3,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3002,18:29:2,"What is the specific brand name of the sugar-free soda Karen Brown tried on October 18, 2031?",Memory Boundary,correct,20,3,8,"shared topic/object tokens: brown, karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3003,18:29:3,"Did Karen Brown decide to avoid sugar-free sodas due to negative side effects on October 18, 2031?",Memory Conflict,omission,20,5,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3004,18:30:1,"What type of music did Karen Brown remove from her preferred list on May 06, 2032?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3006,18:30:3,"What was Karen Brown's favorite music genre before May 06, 2032?",Memory Boundary,hallucination,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
3009,18:31:3,"What is Karen Brown's favorite dessert as of Nov 22, 2032?",Memory Boundary,correct,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
3010,18:34:1,"What type of cat breed does Karen Brown prefer as of June 11, 2033?",Basic Fact Recall,omission,20,3,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3012,18:34:3,"What is Karen Brown's middle name as of Jun 11, 2033?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3013,18:36:1,How might Karen leverage her increased salary to enhance her platform development in 2034?,Generalization & Application,omission,20,1,7,shared topic/object tokens: platform; shared entity/name anchor; possible event completion vs plan/alternative contrast
3014,18:36:2,"What is Karen Brown's monthly income as of February 9, 2033?",Basic Fact Recall,hallucination,20,3,7,"shared topic/object tokens: february, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3015,18:36:3,"Where does Karen Brown work part-time as of February 9, 2033?",Basic Fact Recall,omission,20,3,8,"shared topic/object tokens: brown, february, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3016,18:36:4,"What is Karen Brown's middle name as of November 09, 2033?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3017,18:36:5,"What is the name of Karen Brown's father as of August 01, 2033?",Memory Boundary,omission,20,3,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3019,18:37:1,"What type of books did Karen Brown include in her reading preferences on Dec 28, 2033?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3020,18:37:2,"What type of workshops might Karen Brown benefit from attending after Dec 28, 2033?",Generalization & Application,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3021,18:37:3,"What is Karen Brown's middle name as of Dec 28, 2033?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3023,18:38:2,"What sports does Karen Brown prefer as of July 17, 2034?",Basic Fact Recall,correct,20,3,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3025,18:39:1,"What is Karen Brown's middle name as of Feb 02, 2035?",Memory Boundary,omission,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3026,18:39:2,"What herbal tea blend might Karen explore next based on her preferences noted on Feb 02, 2035?",Generalization & Application,omission,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
3027,18:39:3,"Did Karen Brown express a preference for caffeinated beverages over herbal teas on Feb 02, 2035?",Memory Conflict,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3028,18:43:1,"What is Karen Brown's middle name as of August 22, 2035?",Memory Boundary,correct,20,2,7,"shared topic/object tokens: karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3029,18:43:2,"Did Karen Brown decide to continue listening to heavy metal music at work after August 22, 2035?",Memory Conflict,correct,20,3,10,"shared topic/object tokens: heavy, metal, music, work; negation/contrast cues: does not, not; possible event completion vs plan/alternative contrast"
3030,18:43:3,"What music genres is Karen Brown exploring as of August 22, 2035?",Basic Fact Recall,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3031,18:44:1,"What was Karen Brown's job title before her layoff on Feb 28, 2035?",Basic Fact Recall,hallucination,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
3032,18:44:2,"How much savings does Karen Brown have as of Feb 28, 2035?",Basic Fact Recall,correct,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
3033,18:44:3,"What is Karen Brown's middle name as of February 28, 2036?",Memory Boundary,correct,20,3,8,"shared topic/object tokens: february, karen, name; shared entity/name anchor; temporal/update cues overlap with question timing"
3034,18:44:4,"Who is Karen Brown's closest family member as of May 01, 2035?",Memory Boundary,hallucination,20,2,6,shared topic/object tokens: karen; shared entity/name anchor; temporal/update cues overlap with question timing
3035,18:44:5,"How did Karen's savings buffer contribute to her entrepreneurial transition after February 28, 2035?",Multi-hop Inference,omission,20,3,7,"shared topic/object tokens: february; shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing"
3036,18:44:6,"What role did Karen's social network play in her entrepreneurial plans between May 01, 2035, and Feb 28, 2036?",Multi-hop Inference,omission,20,2,5,shared entity/name anchor; temporal/update cues overlap with question timing
3037,18:44:7,"How did Karen's motivation evolve from February 28, 2035, to February 28, 2036?",Multi-hop Inference,omission,20,3,7,"shared topic/object tokens: february; shared entity/name anchor; negation/contrast cues: no, retired; temporal/update cues overlap with question timing"
3038,18:45:1,"What new cooking method might Karen Brown explore after March 10, 2036, to enhance her meals?",Generalization & Application,omission,20,2,7,"shared topic/object tokens: brown, karen; shared entity/name anchor; temporal/update cues overlap with question timing"
