idx,qa_key,question,question_type,baseline_label,r3a_triggered,memory_index,memory_text,topic_overlap_score,negation_or_contrast_score,temporal_conflict_score,preference_reversal_score,event_denial_score,total_suspicion_score,suspected_reason,r3a_rejected_reason_if_available,priority_group,manual_has_retrieved_counterevidence,manual_counterevidence_label,manual_should_r3a_trigger,manual_failure_source,manual_notes
495,3:53:3,"What is Donald Brown's favorite food following his cultural immersion trip on June 30, 2034?",Memory Boundary,omission,False,19,"User's travel preferences avoid crowded tourist spots, which hinder relaxation, and high‑altitude destinations due to altitude sickness, while favoring nature retreats for unwinding and connecting with the environment and cultural immersion trips for learning about new cultures and meeting diverse people.",3,1,0,5,0,9,"shared topic/object tokens: cultural, immersion, trip; negation/contrast cues: avoid; possible preference polarity reversal",,P5_non_memory_conflict_high_suspicion,,,,,
515,3:62:5,"What motivated Donald Brown to retire permanently from his consultancy role on November 8, 2035?",Multi-hop Inference,omission,False,5,Donald is considering nature retreats and cultural immersion trips as activities that align with his interests and can further enhance his well‑being after retirement.,3,0,2,0,4,9,shared topic/object tokens: donald; shared entity/name anchor; temporal/update cues overlap with question timing; possible event completion vs plan/alternative contrast,,P5_non_memory_conflict_high_suspicion,,,,,
1012,6:54:2,"What beverage preference did Donna express on January 24, 2038?",Basic Fact Recall,omission,False,4,"User decided to step away from strategy games as of January 28, 2027, because they no longer provide the relaxation they seek.",3,3,3,0,0,9,"shared topic/object tokens: january; shared entity/name anchor; negation/contrast cues: no, no longer; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
1041,6:66:4,"What was Donna's monthly income updated to on January 10, 2040?",Basic Fact Recall,omission,False,9,"User decided to step away from strategy games as of January 28, 2027, because they no longer provide the relaxation they seek.",3,3,3,0,0,9,"shared topic/object tokens: january; shared entity/name anchor; negation/contrast cues: no, no longer; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
1203,7:62:3,"What change did Taylor David make to his travel dislikes on Aug 07, 2039?",Basic Fact Recall,omission,False,4,"User's father was born on November 6, 1979, works in the healthcare industry, and his career inspired Taylor's interest in health.",2,0,2,5,0,9,shared entity/name anchor; temporal/update cues overlap with question timing; possible preference polarity reversal,,P5_non_memory_conflict_high_suspicion,,,,,
1428,8:74:1,"How might Ananya leverage her expanded network to promote Indian cinema globally after Jul 16, 2037?",Generalization & Application,omission,False,2,"User was recently promoted to Senior Film Critic at Film Review Weekly, a validation that their critiques are now reaching a wider audience and can further promote Indian cinema globally.",6,0,3,0,0,9,"shared topic/object tokens: cinema, globally, indian, promote; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
1482,9:19:3,What was the exact date Jennifer Martin first disliked self-help books?,Memory Boundary,omission,False,4,"User dislikes romantic novels because they lack intellectual stimulation and practical insights, enjoys reading books on cloud computing for work‑relevant knowledge, reads tech industry magazines to stay updated on news and innovations, and avoids self‑help books as they are overly generic and not actionable.",4,3,0,2,0,9,"shared topic/object tokens: book, dislik, help, self; negation/contrast cues: avoids, dislikes, not; weak preference contrast",,P5_non_memory_conflict_high_suspicion,,,,,
2345,14:38:1,"What was Williams Daniel's favorite historical fantasy novel as of Mar 04, 2031?",Memory Boundary,omission,False,3,"User dislikes fantasy novels because they stray too far from reality, making it difficult for him to connect with the story on a historical level.",3,1,0,5,0,9,"shared topic/object tokens: fantasy, historical, novel; negation/contrast cues: dislikes; possible preference polarity reversal",,P5_non_memory_conflict_high_suspicion,,,,,
261,2:41:1,What type of games could Johnson Joseph incorporate into Albi B&B's activities to enhance guest experiences as of 2034-12-31?,Generalization & Application,hallucination,False,4,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",6,0,3,0,0,9,"shared topic/object tokens: albi, experienc, guest, incorporate; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
377,3:10:1,What type of travel destination might Donald Brown prefer for a trip in 2027?,Generalization & Application,hallucination,False,2,"User's travel preferences avoid crowded tourist spots, which hinder relaxation, and high‑altitude destinations due to altitude sickness, while favoring nature retreats for unwinding and connecting with the environment and cultural immersion trips for learning about new cultures and meeting diverse people.",3,1,0,5,0,9,"shared topic/object tokens: destination, travel, trip; negation/contrast cues: avoid; possible preference polarity reversal",,P5_non_memory_conflict_high_suspicion,,,,,
3158,19:26:2,"What type of work attire might Barbara prefer for outdoor research activities after May 26, 2031?",Generalization & Application,hallucination,False,1,"User dislikes flashy attire and formal suits, preferring comfortable lab coats and casual wear that suit laboratory work, and avoids uncomfortable shoes that hinder long hours in the lab.",2,2,0,5,0,9,"shared topic/object tokens: attire, work; negation/contrast cues: avoids, dislikes; possible preference polarity reversal",,P5_non_memory_conflict_high_suspicion,,,,,
522,4:1:2,"Where does Sarah Garcia live as of September 4, 2025?",Basic Fact Recall,correct,False,1,"User's name is Sarah Garcia, she is female, was born on March 26, 1986 (age 39 as of September 4, 2025), and currently lives in Miami",6,0,3,0,0,9,"shared topic/object tokens: 2025, garcia, sarah, september; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
1011,6:54:1,"What is Donna's middle name as of January 24, 2038?",Memory Boundary,correct,False,6,"User decided to step away from strategy games as of January 28, 2027, because they no longer provide the relaxation they seek.",3,3,3,0,0,9,"shared topic/object tokens: january; shared entity/name anchor; negation/contrast cues: no, no longer; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
1777,11:8:2,"What role did Michelle Hernandez transition to at Google as of Oct 21, 2025?",Basic Fact Recall,correct,False,1,"User transitioned from Apple to Google, taking the role of Lead Data Analyst, citing health and career goals as reasons for the move.",5,1,3,0,0,9,"shared topic/object tokens: google, role, transition; shared entity/name anchor; negation/contrast cues: transitioned; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
1931,12:14:6,"What strategies might Joseph Garcia use to manage stress at work, given his passion for classic films as of May 05, 2027?",Generalization & Application,correct,False,3,"User is currently unemployed and works in the film criticism industry; he left his previous film criticism job due to company downsizing, earns $0 monthly, has $4,110 in savings, and relies on those savings plus occasional freelance writing gigs about classic Hollywood movies to cover expenses, with his passion for movies—especially those featuring Esther Williams—keeping him motivated.",4,2,3,0,0,9,"shared topic/object tokens: classic, film, passion, work; negation/contrast cues: left, unemployed; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
221,2:28:1,"How might Johnson Joseph enhance guest experiences at Albi B&B after May 29, 2031?",Generalization & Application,omission,False,7,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",5,0,3,0,0,8,"shared topic/object tokens: albi, experienc, guest; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
237,2:32:3,"How might Johnson Joseph enhance guest experiences at Albi B&B by integrating folk music after June 6, 2032?",Generalization & Application,omission,False,7,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",5,0,3,0,0,8,"shared topic/object tokens: albi, experienc, guest; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
297,2:55:2,How might Johnson Joseph enhance guest experiences at Albi B&B using his gaming preferences as of 2038-08-04?,Generalization & Application,omission,False,9,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",5,0,3,0,0,8,"shared topic/object tokens: albi, experienc, guest; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
311,2:62:7,"What strategy could Johnson Joseph use to enhance guest experiences at Albi B&B after Sep 05, 2039?",Generalization & Application,omission,False,11,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",5,0,3,0,0,8,"shared topic/object tokens: albi, experienc, guest; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
317,2:64:2,"What is Johnson Joseph's preference regarding pets at Albi B&B as of August 23, 2040?",Basic Fact Recall,omission,False,18,"User's employment status shifted from self‑employed to unemployed, his monthly income stopped, and he is considering leveraging his network for new hospitality opportunities (August 2027).",3,3,2,0,0,8,"shared topic/object tokens: august; shared entity/name anchor; negation/contrast cues: employed, stopped, unemployed; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
319,2:66:1,"How might Johnson Joseph enhance guest experiences at Albi B&B using complex strategy games after Feb 27, 2041?",Generalization & Application,omission,False,11,"User's perception of snakes shifted from fear to admiration, and he now intends to incorporate this newfound interest into guest experiences at his Albi B&B.",5,0,3,0,0,8,"shared topic/object tokens: albi, experienc, guest; shared entity/name anchor; temporal/update cues overlap with question timing",,P5_non_memory_conflict_high_suspicion,,,,,
